0xf858cA076A13696939478708990374FAf8F0c580,0.0005
0xfEab0256B3b633ecAf86e0424b8a93C6Ba321381,0.0006
0xfc2E56130db0695E857Dc1D3BF79A44e1270cd1A,0.0006
0xB8e42dbf8D7651eE212C8c6657fAd0bd4C3cDA7f,0.0006
0x363D604212873b89F19f4e1Ec0e7335af8F61318,0.0009
0xBd8e0B5b3d26A02f5542EC6FD7dfb0202926850f,0.0007
0xb6785258d0F07337D129cB77fE59c9E24e822153,0.001
0x216f232cbCC028bF59BBEE4bd8AEA51018F4fB19,0.0008
0x49C55882A59D1402A1ebBaD57f3b9E79AbcC8565,0.0004
0x6b3089F2967A7D0912c7fFCf88dc3b69422e4B0c,0.0003
0x1cB8690E44BD3548E3D8F38a2f9E73c31C53a784,0.0007
0xB3F7201577a3526DFC3f850EC24C69f29fDD48cA,0.0001
0x435D211E79EEFc7713a202B3A9865D1cd2485971,0.0003
0x3cb04BC8130A2958C275E68c210A42329F97e0d1,0.0005
0x608957e7061F7816Cc1F33F5bb939826eA3f14bE,0.0007
0x5a8387Abd566AcBF952722d5419bB3434AF929AC,0.0003
0x6eB558Eb2f85328546cAAB4783FEc2148b93c4b4,0.0009
0x658d9bb67b2a58D80523aAB02807a0536F49247d,0.0002
0x95F301fd210A46eea5e0A5933cd1Ff81Ff0f0CD4,0.0006
0xc39bBE5CaE1b8E32Ce77eF82b116C1D93Ee861BE,0.0003
0x36F2e17f5618bcda6E08d2B2fF95582562D04ef6,0.0002
0xDf1B7F80c24992c1f2ED4DB85e661A0D9f483C21,0.001
0x2F662e404a497e1A940785a818872e6C41DC4aBF,0.0005
0xFFD7Bed9942edE2b9A2D0Ee1A291305e531d6300,0.0005
0x3f67Bed28a12a543b1D69CA668f0b6fe61931857,0.0009
0xE78b53389FC337EF813B65775Bd4603CF887Ca89,0.001
0x555CeAFa5f39775abBAb391dC007459Da9fB2cE4,0.0004
0x8bFe15b3B8f2Db0a2F281CAC941E6C8574d73F9C,0.0006
0xA36EddE0132d9FD3a3044b7187adcc27393DC1f4,0.001
0x3e3D44ADA78aFecBa584BaB311fDbaD1F374aa2C,0.0004
0xf01668EA7d6b812C8d00f86602E6915C06A3E921,0.0006
0x421f63995137f3f34188b92f0B06c632d5f8e8fB,0.001
0xa81bcA3266C471bd312967E94A7Deb983AeC166B,0.0003
0xAb44B6980344A70a1B83be0d352B1e7A95ac2239,0.001
0x8FDCF4451ba47C8aA274574B313Bcda485594518,0.0007
0x4d20C77E84F364A1368dc4ca8ada02b0D931d8cf,0.0001
0x3F64B7b8A2fd55D7cA11461308e321428aFF8822,0.0009
0x9f8DF31721A5438D8A6ef5004De45a86bCc2C749,0.0002
0x4743A939c061914003c5430EB0a59DBF9855443b,0.001
0x99aAcBF616f178ba5BA822AA9fA1525AA5A7492b,0.0009
0xecfDCf54E699d8352f2DC612d2a7F20D4ad88EC5,0.001
0xc3fD72751252890FE561f9EAa374d6f9D08a8E50,0.0003
0x3ED650D48A405A0b3E621a646508c8Fa694CB7e5,0.0006
0xaeE8A236C64B5CE88E4Ced4E101cb1d1C5BA2Fa3,0.0006
0x9a02b539C49592B26D4065F0c58b31339F8027f4,0.0006
0xA78dD283A19Cf37FeBa41C221891E69800eE78D3,0.0009
0xb83555Ca497483FAAB23a4D90693178660BF7707,0.0003
0xd249ab6f031EB12aF37604E1AD6E0737f6B2cD05,0.0009
0xd458Fc3dB6771b28036BE52E3D48aEf94CAC6B3B,0.0007
0xE973826d0b7465702Bf53442791199708e551061,0.0004
0x061459c4b4E6CaCb66f69278978FE5bB7d5f41ab,0.0008
0x229Be2c9Ea9ca13D452c2125AC10014b50992458,0.0007
0xcAe5D698C3eab2A81C10b84D98E7f4629cA542cd,0.0009
